"month","day","system","year","date","julian","adj_adults","adj_jacks","ttl_adj_adults","ttl_adj_jacks","cum_adj_adults","cum_adj_jacks","prop_ttl_adult","prop_ttl_jack","cum_prop_adult","cum_prop_jack","stop.seq","d.m"
7,6,"Great Central Lake",2007,2007-07-06,187,4620,679,69588.6666666667,7055,41491,1325,0.066390120996714,0.096243798724309,0.596232145081096,0.18781006378455,">50% date","6-July"
7,6,"Sproat Lake",2007,2007-07-06,187,3183,776,60893,11082,37893,NA,0.0522720181301627,0.0700234614690489,0.622288276156537,NA,">50% date","6-July"
7,6,"Great Central Lake",2006,2006-07-06,187,850,34,133723.729685586,2039,42239,NA,0.0063563886678792,0.0166748406081412,0.315867648167705,NA,">1% date","6-July"
7,6,"Sproat Lake",2006,2006-07-06,187,643,0,61551,1806,20036,NA,0.0104466215008692,0,0.325518675569853,NA,">1% date","6-July"
7,6,"Great Central Lake",2005,2005-07-06,187,7159,648,181291.424381944,12714.6666666667,70408,NA,0.0394889059116081,0.0509647651006711,0.388369169915422,NA,">1% date","6-July"
7,6,"Sproat Lake",2005,2005-07-06,187,2575,317,134079,16489,65584,NA,0.0192050955033972,0.0192249378373461,0.489144459609633,NA,">1% date","6-July"
7,5,"Great Central Lake",2004,2004-07-05,187,328,30,214851,9559,13043,NA,0.0015266393919507,0.00313840359870279,0.0607071877719908,NA,">1% date","5-July"
7,5,"Sproat Lake",2004,2004-07-05,187,258,3,133765,16182,26407,NA,0.00192875565357156,0.000185391175380052,0.197413374201024,NA,">1% date","5-July"
7,6,"Great Central Lake",2003,2003-07-06,187,847,0,244873.545564123,5477.08514374183,134131,NA,0.00345892815023664,0,0.54775618857071,NA,">50% date","6-July"
7,6,"Sproat Lake",2003,2003-07-06,187,266,120,172530,16471,96133,NA,0.00154176085318495,0.0072855321474106,0.557195849997102,NA,">50% date","6-July"
7,6,"Great Central Lake",2002,2002-07-06,187,1999,132,268316.303142842,16539.4775212115,29522,NA,0.00745016227707865,0.00798090506974681,0.110026858801359,NA,">1% date","6-July"
7,6,"Sproat Lake",2002,2002-07-06,187,1216,74,203443,16746,24326,NA,0.00597710415202293,0.00441896572315777,0.119571575330682,NA,">1% date","6-July"
7,6,"Great Central Lake",2001,2001-07-06,187,417,28,341971.470746463,66855.391496774,15130,NA,0.00121939996658131,0.000418814389881347,0.0442434568210439,NA,">1% date","6-July"
7,6,"Sproat Lake",2001,2001-07-06,187,1183,1471,188652,182866,20529,NA,0.00627080550431482,0.00804414161189067,0.108819413523313,NA,">1% date","6-July"
7,5,"Great Central Lake",2000,2000-07-05,187,194,9,61461,10204,23514,953,0.00315647321065391,0.000882007056056448,0.382584077707815,0.0933947471579773,">1% date","5-July"
7,5,"Sproat Lake",2000,2000-07-05,187,2605,421,104636,21703,40141,3267,0.0248958293512749,0.0193982398746717,0.383625138575634,0.150532184490623,">1% date","5-July"
7,6,"Great Central Lake",1999,1999-07-06,187,12413.0926892667,NA,211111.279276675,0,114366.556292846,NA,0.0587988132694632,NA,0.541735887749332,NA,">50% date","6-July"
7,6,"Sproat Lake",1999,1999-07-06,187,5345.7607330819,74.0450824370154,158358.47664386,11277.4577819465,91104.736436594,7583.54581120666,0.033757338706309,0.00656576010912231,0.57530697672398,0.672451713660747,">50% date","6-July"
7,6,"Great Central Lake",1998,1998-07-06,187,231,0,240635,33378,44096,1482,0.000959960105554055,0,0.183248488374509,0.0444005033255438,">1% date","6-July"
7,6,"Sproat Lake",1998,1998-07-06,187,789,1222,196597,77417,35752,NA,0.0040132860623509,0.0157846467830063,0.181854250064853,NA,">1% date","6-July"
7,6,"Great Central Lake",1997,1997-07-06,187,9726,NA,171894.455586796,0,60865,NA,0.0565812315865475,NA,0.354083555471439,NA,">1% date","6-July"
7,6,"Sproat Lake",1997,1997-07-06,187,1059,78,139436,3967,53489,2067,0.00759488223988066,0.01966221325939,0.383609684729912,0.521048651373834,">1% date","6-July"
7,5,"Great Central Lake",1996,1996-07-05,187,2144,NA,165025,0,27278,NA,0.012991970913498,NA,0.165296167247387,NA,">1% date","5-July"
7,5,"Sproat Lake",1996,1996-07-05,187,11393,NA,210051,0,57405,NA,0.054239208573156,NA,0.273290772241027,NA,">1% date","5-July"
7,6,"Great Central Lake",1995,1995-07-06,187,361,NA,63896,0,25246,NA,0.0056498059346438,NA,0.39511080505822,NA,">1% date","6-July"
7,6,"Sproat Lake",1995,1995-07-06,187,3764,NA,102400,0,36181,NA,0.0367578125,NA,0.353330078125,NA,">1% date","6-July"
7,6,"Great Central Lake",1994,1994-07-06,187,1506,NA,113493,0,55650,NA,0.0132695408527398,NA,0.49033861119188,NA,">1% date","6-July"
7,6,"Sproat Lake",1994,1994-07-06,187,1283,NA,143770,0,77451,NA,0.00892397579467205,NA,0.538714613618975,NA,">50% date","6-July"
7,6,"Great Central Lake",1993,1993-07-06,187,429,86,228647,8892,15948,NA,0.00187625466330195,0.00967161493477283,0.0697494390917003,NA,">1% date","6-July"
7,6,"Sproat Lake",1993,1993-07-06,187,404,NA,205289,0,27000,NA,0.00196795736741861,NA,0.131521903268076,NA,">1% date","6-July"
7,5,"Great Central Lake",1992,1992-07-05,187,1914,NA,195118,0,14372,NA,0.00980944864133499,NA,0.0736579915743294,NA,">1% date","5-July"
7,5,"Sproat Lake",1992,1992-07-05,187,4713,NA,221938,0,24600,NA,0.021235660409664,NA,0.110841766619506,NA,">1% date","5-July"
7,6,"Great Central Lake",1991,1991-07-06,187,604,NA,433390,0,43970,NA,0.00139366390548928,NA,0.101455963450933,NA,">1% date","6-July"
7,6,"Sproat Lake",1991,1991-07-06,187,272,NA,209475,0,16792,NA,0.0012984843060031,NA,0.0801623105382504,NA,">1% date","6-July"
7,6,"Great Central Lake",1990,1990-07-06,187,3176,NA,179604,0,40029,NA,0.0176833478096256,NA,0.222873655375159,NA,">1% date","6-July"
7,6,"Sproat Lake",1990,1990-07-06,187,1577,NA,112790,0,30499,NA,0.0139817359695008,NA,0.270405177763986,NA,">1% date","6-July"
7,6,"Great Central Lake",1989,1989-07-06,187,5161,NA,241263,0,35711,NA,0.0213915934063657,NA,0.148016894426414,NA,">1% date","6-July"
7,6,"Sproat Lake",1989,1989-07-06,187,4102,NA,167987,0,44012,NA,0.024418556197801,NA,0.261996464012096,NA,">1% date","6-July"
7,5,"Great Central Lake",1988,1988-07-05,187,2395,NA,206676,0,27251,NA,0.0115881863399717,NA,0.131853722735102,NA,">1% date","5-July"
7,5,"Sproat Lake",1988,1988-07-05,187,4750,NA,235417,0,44177,NA,0.0201769625812919,NA,0.187654247569207,NA,">1% date","5-July"
7,6,"Great Central Lake",1987,1987-07-06,187,329,NA,290715,0,16614,NA,0.00113169255112395,NA,0.0571487539342655,NA,">1% date","6-July"
7,6,"Sproat Lake",1987,1987-07-06,187,123,NA,151835,0,4136,NA,0.000810089900220634,NA,0.0272400961570125,NA,">1% date","6-July"
7,6,"Great Central Lake",1986,1986-07-06,187,964,NA,137807,0,17093,NA,0.00699529051499561,NA,0.124035789183423,NA,">1% date","6-July"
7,6,"Sproat Lake",1986,1986-07-06,187,6256,NA,192941,0,64863,NA,0.0324244199003841,NA,0.336180490408985,NA,">1% date","6-July"
7,6,"Great Central Lake",1985,1985-07-06,187,145,NA,120274,0,28347,NA,0.00120558059098392,NA,0.235686848362905,NA,">1% date","6-July"
7,6,"Sproat Lake",1985,1985-07-06,187,926,NA,146951,0,32082,NA,0.00630142020129159,NA,0.218317670516022,NA,">1% date","6-July"
7,5,"Great Central Lake",1984,1984-07-05,187,1674,NA,133310,0,28867,NA,0.0125571975095642,NA,0.21654039456905,NA,">1% date","5-July"
7,5,"Sproat Lake",1984,1984-07-05,187,1108,NA,89100,0,32503,NA,0.0124354657687991,NA,0.364792368125701,NA,">1% date","5-July"
7,6,"Great Central Lake",1983,1983-07-06,187,5163,NA,377612,0,79878,NA,0.0136727646367171,NA,0.211534591061725,NA,">1% date","6-July"
7,6,"Sproat Lake",1983,1983-07-06,187,7605,NA,257793,0,80440,NA,0.0295004131221561,NA,0.312033298033694,NA,">1% date","6-July"
7,6,"Great Central Lake",1982,1982-07-06,187,542,NA,160806,0,4386,NA,0.00337052100046018,NA,0.0272751016753106,NA,">1% date","6-July"
7,6,"Sproat Lake",1982,1982-07-06,187,753,NA,224693,0,18441,NA,0.00335123924643847,NA,0.0820719826607861,NA,">1% date","6-July"
7,6,"Great Central Lake",1981,1981-07-06,187,3843,NA,262791,0,105254,NA,0.0146237884859071,NA,0.400523610017086,NA,">1% date","6-July"
7,6,"Sproat Lake",1981,1981-07-06,187,2394,NA,130812,0,74235,NA,0.0183010732960279,NA,0.567493807907531,NA,">50% date","6-July"
7,5,"Great Central Lake",1980,1980-07-05,187,3040,NA,165168,0,42116,NA,0.01840550227647,NA,0.25498885982757,NA,">1% date","5-July"
7,5,"Sproat Lake",1980,1980-07-05,187,2132,NA,136033,0,43961,NA,0.0156726676615233,NA,0.323164232208361,NA,">1% date","5-July"
7,6,"Great Central Lake",1979,1979-07-06,187,0,NA,223264,0,5028,NA,0,NA,0.0225204242511108,NA,">1% date","6-July"
7,6,"Sproat Lake",1979,1979-07-06,187,1474,NA,73473,0,20922,NA,0.020061791406367,NA,0.284757666081418,NA,">1% date","6-July"
7,6,"Great Central Lake",1978,1978-07-06,187,192,NA,120442,0,16853,NA,0.00159412829411667,NA,0.139926271566397,NA,">1% date","6-July"
7,6,"Sproat Lake",1978,1978-07-06,187,2329,NA,32580,0,18292,NA,0.0714855739717618,NA,0.561448741559239,NA,">50% date","6-July"
7,6,"Great Central Lake",1977,1977-07-06,187,3693,NA,85933,0,19281,NA,0.0429753412542329,NA,0.224372476231483,NA,">1% date","6-July"
7,6,"Sproat Lake",1977,1977-07-06,187,650,NA,64219,0,30214,NA,0.0101216150983354,NA,0.4704838132017,NA,">1% date","6-July"
7,5,"Great Central Lake",1976,1976-07-05,187,430,NA,261966,0,48131,NA,0.0016414343846148,NA,0.183729949688127,NA,">1% date","5-July"
7,5,"Sproat Lake",1976,1976-07-05,187,185,NA,47404,0,22098,NA,0.00390262425111805,NA,0.466163192979495,NA,">1% date","5-July"
7,6,"Sproat Lake",1975,1975-07-06,187,1413,NA,55069,0,19083,NA,0.025658719061541,NA,0.346528900107138,NA,">1% date","6-July"
7,6,"Sproat Lake",1974,1974-07-06,187,533,NA,56011,0,24781,NA,0.00951598793094214,NA,0.442430951063184,NA,">1% date","6-July"
7,6,"Great Central Lake",2022,2022-07-06,187,5322,1327,211669.26,24373,173408.33,15420,0.0251429990353819,0.0544454929635252,0.81924191542976,0.632667295778115,">50% date","6-July"
7,6,"Sproat Lake",2022,2022-07-06,187,7803,2524,368155,47082,272492,27191,0.0211948771577189,0.0536085977656004,0.740155640966441,0.577524319272758,">50% date","6-July"
7,7,"Great Central Lake",2023,2023-07-07,188,763,911,118342,91954,52295,26245,0.0064474151188927,0.00990712747678187,0.441897213161853,0.285414446353612,">1% date","7-July"
7,7,"Sproat Lake",2023,2023-07-07,188,819,478,123895,54707,66065,33174,0.00661043625650753,0.00873745590143857,0.5332337866742,0.606394062916994,">50% date","7-July"
7,7,"Great Central Lake",2021,2021-07-07,188,2149,20,222215,4627,48075,347,0.0096708143014648,0.00432245515452777,0.216344531197264,0.0749945969310568,">1% date","7-July"
7,7,"Sproat Lake",2021,2021-07-07,188,60,133,92856,89428,32594,9786,0.000646161798914448,0.00148722995035112,0.351016627896959,0.109428814241625,">1% date","7-July"
7,6,"Great Central Lake",2020,2020-07-06,188,4282,1594,108969,31008,66897,12968,0.0392955794767319,0.05140608875129,0.613908542796575,0.418214654282766,">50% date","6-July"
7,6,"Sproat Lake",2020,2020-07-06,188,3395,958,129425,40005,87696,13357,0.0262314081514391,0.023947006624172,0.677581610971605,0.333883264591926,">50% date","6-July"
7,7,"Great Central Lake",2019,2019-07-07,188,964,328,35992,12828,23221,6876,0.026783729717715,0.0255690676644839,0.645171149144254,0.536014967259121,">50% date","7-July"
7,7,"Sproat Lake",2019,2019-07-07,188,1783,1230,91248,38108,64151,16079,0.0195401543047519,0.0322766873097512,0.703040066631597,0.421932402645114,">50% date","7-July"
7,7,"Great Central Lake",2018,2018-07-07,188,1204.11,115.02,36417.81,2201.98,26499.83,976,0.0330637674258831,0.0522348068556481,0.727661273426381,0.443237449931425,">50% date","7-July"
7,7,"Sproat Lake",2018,2018-07-07,188,5707.99,518,146311.7,11500.62,119092.23,7645.16,0.0390125328323025,0.0450410499607847,0.813962451396573,0.664760682467554,">50% date","7-July"
7,7,"Great Central Lake",2017,2017-07-07,188,2131.24,451.77,125845.74,12971.26,96087.5,4624.86,0.0169353368655943,0.034828536317983,0.763533990105664,0.356546704021043,">50% date","7-July"
7,7,"Sproat Lake",2017,2017-07-07,188,3290.85,7009.15,142683.87,153787.81,118270.28,55345.44,0.0230639244646224,0.045576759302314,0.828897337870076,0.359881839789513,">50% date","7-July"
7,6,"Great Central Lake",2016,2016-07-06,188,4022.47,27.54,220952.45,3409.81,176750.4,1146.15,0.0182051387074459,0.00807669635551541,0.799947681050832,0.336133098325127,">50% date","6-July"
7,6,"Sproat Lake",2016,2016-07-06,188,8930.68,1071.32,211925.58,21227.17,168681.52,13851.97,0.042140642012163,0.050469280643628,0.795946954586605,0.652558489897617,">50% date","6-July"
7,7,"Great Central Lake",2015,2015-07-07,188,1823.72,29.27,417774.43,9764.64,42010.28,488.16,0.00436532221466977,0.00299755034491799,0.100557327072411,0.0499926264562749,">1% date","7-July"
7,7,"Sproat Lake",2015,2015-07-07,188,99.67,7.33,312265.28,17982.29,46962.63,414.95,0.000319183740183987,0.000407623278236532,0.150393377067089,0.0230754814876192,">1% date","7-July"
7,7,"Great Central Lake",2014,2014-07-07,188,3948,1902,110050.257727273,60880.994,64874.5,23362,0.0358745184385116,0.0312412770395963,0.589498846615811,0.383732236697712,">50% date","7-July"
7,7,"Sproat Lake",2014,2014-07-07,188,10246.0813726328,3616.6812796881,278393.240408221,108596.853196603,193970.890567027,54557.7779687681,0.0368043468210954,0.0333037392265914,0.696751437939362,0.502388203367155,">50% date","7-July"
7,7,"Great Central Lake",2013,2013-07-07,188,348,960,76964,107768.5,45435,31989,0.00452159451171976,0.00890798331608958,0.590340938620654,0.296830706560822,">50% date","7-July"
7,7,"Sproat Lake",2013,2013-07-07,188,2859.47532467532,1903.18149350649,203377.79521281,264347.291245978,120106.766978433,98379.8317125975,0.0140599189881237,0.00719954982150947,0.590559883161069,0.372161300571277,">50% date","7-July"
7,6,"Great Central Lake",2012,2012-07-06,188,4933,41,146503,2841,78036,519,0.0336716654266466,0.0144315381907779,0.532658034306465,0.182682154171067,">50% date","6-July"
7,6,"Sproat Lake",2012,2012-07-06,188,3511,630,190112,39269,139935,NA,0.0184680609325029,0.0160431892841682,0.736066108399259,NA,">50% date","6-July"
7,7,"Great Central Lake",2011,2011-07-07,188,25807,355,436044,9776,292882,1387,0.0591843942354441,0.0363134206219313,0.671679922209685,0.141878068739771,">50% date","7-July"
7,7,"Sproat Lake",2011,2011-07-07,188,22056,421,406302,32912,293495,NA,0.0542847438604782,0.012791686922703,0.722356769102786,NA,">50% date","7-July"
7,7,"Great Central Lake",2010,2010-07-07,188,11411,765,323555.945404585,24843.1829393628,97953,4134,0.0352674712428212,0.0307931556865,0.302738989628259,0.166403798180381,">1% date","7-July"
7,7,"Sproat Lake",2010,2010-07-07,188,9059,1620,358235,98201,143029,29646,0.0252878696944743,0.016496777018564,0.399260262118442,0.301891019439721,">1% date","7-July"
7,7,"Great Central Lake",2009,2009-07-07,188,1359,329,196870.770003399,25370.5176615247,55641,4408,0.00690300545874098,0.0129678079252967,0.282627024819578,0.17374497670124,">1% date","7-July"
7,7,"Sproat Lake",2009,2009-07-07,188,10860,2582,156615,21216,62795,8255,0.0693420170481755,0.12170060331825,0.400951377581969,0.389093137254902,">1% date","7-July"
7,6,"Great Central Lake",2008,2008-07-06,188,1293,98,61164.75,12859.2567567568,35969,1267,0.0211396269910365,0.00762096922502982,0.588067473503938,0.0985282449807427,">50% date","6-July"
7,6,"Sproat Lake",2008,2008-07-06,188,4234,1159,89694,27150,55913,8513,0.0472049412446763,0.0426887661141805,0.623375030659799,0.313554327808471,">50% date","6-July"
7,7,"Great Central Lake",2007,2007-07-07,188,2458,495,69588.6666666667,7055,43949,1820,0.0353218435952214,0.0701630049610206,0.631553988676317,0.257973068745571,">50% date","7-July"
7,7,"Sproat Lake",2007,2007-07-07,188,1591,448,60893,11082,39484,NA,0.02612779794065,0.0404259158996571,0.648416074097187,NA,">50% date","7-July"
7,7,"Great Central Lake",2006,2006-07-07,188,873,24,133723.729685586,2039,43112,NA,0.0065283850671277,0.0117704757233938,0.322396033234833,NA,">1% date","7-July"
7,7,"Sproat Lake",2006,2006-07-07,188,1003,1,61551,1806,21039,NA,0.016295429806177,0.000553709856035437,0.34181410537603,NA,">1% date","7-July"
7,7,"Great Central Lake",2005,2005-07-07,188,5472,461,181291.424381944,12714.6666666667,75880,NA,0.0301834464517837,0.0362573406040268,0.418552616367206,NA,">1% date","7-July"
7,7,"Sproat Lake",2005,2005-07-07,188,1443,211,134079,16489,67027,NA,0.0107623117714183,0.0127964097276973,0.499906771381051,NA,">1% date","7-July"
7,6,"Great Central Lake",2004,2004-07-06,188,187,15,214851,9559,13230,NA,0.000870370628947503,0.0015692017993514,0.0615775584009383,NA,">1% date","6-July"
7,6,"Sproat Lake",2004,2004-07-06,188,243,0,133765,16182,26650,NA,0.00181661869696856,0,0.199229992897993,NA,">1% date","6-July"
7,7,"Great Central Lake",2003,2003-07-07,188,894,0,244873.545564123,5477.08514374183,135025,NA,0.00365086395078106,0,0.551407052521491,NA,">50% date","7-July"
7,7,"Sproat Lake",2003,2003-07-07,188,192,74,172530,16471,96325,NA,0.00111284993914102,0.00449274482423654,0.558308699936243,NA,">50% date","7-July"
7,7,"Great Central Lake",2002,2002-07-07,188,2328,142,268316.303142842,16539.4775212115,31850,NA,0.00867632705404657,0.00858551909018217,0.118703185855405,NA,">1% date","7-July"
7,7,"Sproat Lake",2002,2002-07-07,188,1606,96,203443,16746,25932,NA,0.00789410301656975,0.00573271228950197,0.127465678347252,NA,">1% date","7-July"
7,7,"Great Central Lake",2001,2001-07-07,188,335,45,341971.470746463,66855.391496774,15465,NA,0.000979613882025756,0.00067309455516645,0.0452230707030696,NA,">1% date","7-July"
7,7,"Sproat Lake",2001,2001-07-07,188,549,563,188652,182866,21078,NA,0.00291012022135996,0.00307875712270187,0.111729533744673,NA,">1% date","7-July"
7,6,"Great Central Lake",2000,2000-07-06,188,476,11,61461,10204,23990,964,0.00774474870242918,0.00107800862406899,0.390328826410244,0.0944727557820463,">1% date","6-July"
7,6,"Sproat Lake",2000,2000-07-06,188,3751,683,104636,21703,43892,3950,0.0358480828777858,0.0314703036446574,0.419473221453419,0.182002488135281,">1% date","6-July"
7,7,"Great Central Lake",1999,1999-07-07,188,11855.567649048,NA,211111.279276675,0,126222.123941894,NA,0.0561579072878929,NA,0.597893795037225,NA,">50% date","7-July"
7,7,"Sproat Lake",1999,1999-07-07,188,6851.26857651382,151.716693630279,158358.47664386,11277.4577819465,97956.0050131078,7735.26250483694,0.0432642995923861,0.0134530934687385,0.618571276316367,0.685904807129486,">50% date","7-July"
7,7,"Great Central Lake",1998,1998-07-07,188,601,23,240635,33378,44697,1505,0.00249755854302159,0.00068907663730601,0.185746046917531,0.0450895799628498,">1% date","7-July"
7,7,"Sproat Lake",1998,1998-07-07,188,3477,3535,196597,77417,39229,NA,0.0176859260314247,0.0456618055465854,0.199540176096278,NA,">1% date","7-July"
7,7,"Great Central Lake",1997,1997-07-07,188,5914,NA,171894.455586796,0,66779,NA,0.0344048327784127,NA,0.388488388249852,NA,">1% date","7-July"
7,7,"Sproat Lake",1997,1997-07-07,188,956,76,139436,3967,54445,2143,0.00685619208812645,0.0191580539450466,0.390465876818038,0.540206705318881,">1% date","7-July"
7,6,"Great Central Lake",1996,1996-07-06,188,2495,NA,165025,0,29773,NA,0.0151189213755492,NA,0.180415088622936,NA,">1% date","6-July"
7,6,"Sproat Lake",1996,1996-07-06,188,10859,NA,210051,0,68264,NA,0.051696968831379,NA,0.324987741072406,NA,">1% date","6-July"
7,7,"Great Central Lake",1995,1995-07-07,188,1098,NA,63896,0,26344,NA,0.0171841742832102,NA,0.41229497934143,NA,">1% date","7-July"
7,7,"Sproat Lake",1995,1995-07-07,188,2746,NA,102400,0,38927,NA,0.02681640625,NA,0.380146484375,NA,">1% date","7-July"
7,7,"Great Central Lake",1994,1994-07-07,188,396,NA,113493,0,56046,NA,0.00348920197721445,NA,0.493827813169094,NA,">1% date","7-July"
7,7,"Sproat Lake",1994,1994-07-07,188,2016,NA,143770,0,79467,NA,0.0140223968839118,NA,0.552737010502887,NA,">50% date","7-July"
7,7,"Great Central Lake",1993,1993-07-07,188,282,48,228647,8892,16230,NA,0.00123334222622645,0.00539811066126856,0.0709827813179268,NA,">1% date","7-July"
7,7,"Sproat Lake",1993,1993-07-07,188,705,NA,205289,0,27705,NA,0.00343418302977753,NA,0.134956086297853,NA,">1% date","7-July"
7,6,"Great Central Lake",1992,1992-07-06,188,3081,NA,195118,0,17453,NA,0.0157904447565063,NA,0.0894484363308357,NA,">1% date","6-July"
7,6,"Sproat Lake",1992,1992-07-06,188,4679,NA,221938,0,29279,NA,0.0210824644720598,NA,0.131924231091566,NA,">1% date","6-July"
7,7,"Great Central Lake",1991,1991-07-07,188,422,NA,433390,0,44392,NA,0.000973718821384896,NA,0.102429682272318,NA,">1% date","7-July"
7,7,"Sproat Lake",1991,1991-07-07,188,273,NA,209475,0,17065,NA,0.00130325814536341,NA,0.0814655686836138,NA,">1% date","7-July"
7,7,"Great Central Lake",1990,1990-07-07,188,985,NA,179604,0,41014,NA,0.00548428765506336,NA,0.228357943030222,NA,">1% date","7-July"
7,7,"Sproat Lake",1990,1990-07-07,188,1452,NA,112790,0,31951,NA,0.0128734816916393,NA,0.283278659455626,NA,">1% date","7-July"
7,7,"Great Central Lake",1989,1989-07-07,188,11843,NA,241263,0,47554,NA,0.0490875103103252,NA,0.19710440473674,NA,">1% date","7-July"
7,7,"Sproat Lake",1989,1989-07-07,188,3649,NA,167987,0,47661,NA,0.0217219189580146,NA,0.283718382970111,NA,">1% date","7-July"
7,6,"Great Central Lake",1988,1988-07-06,188,2312,NA,206676,0,29563,NA,0.0111865915732838,NA,0.143040314308386,NA,">1% date","6-July"
7,6,"Sproat Lake",1988,1988-07-06,188,4798,NA,235417,0,48975,NA,0.0203808560979029,NA,0.20803510366711,NA,">1% date","6-July"
7,7,"Great Central Lake",1987,1987-07-07,188,268,NA,290715,0,16882,NA,0.000921865056842612,NA,0.0580706189911081,NA,">1% date","7-July"
7,7,"Sproat Lake",1987,1987-07-07,188,651,NA,151835,0,4787,NA,0.00428754898409458,NA,0.0315276451411071,NA,">1% date","7-July"
7,7,"Great Central Lake",1986,1986-07-07,188,1232,NA,137807,0,18325,NA,0.00894003933036783,NA,0.132975828513791,NA,">1% date","7-July"
7,7,"Sproat Lake",1986,1986-07-07,188,2860,NA,192941,0,67723,NA,0.0148231842894978,NA,0.351003674698483,NA,">1% date","7-July"
7,7,"Great Central Lake",1985,1985-07-07,188,156,NA,120274,0,28503,NA,0.00129703842892063,NA,0.236983886791825,NA,">1% date","7-July"
7,7,"Sproat Lake",1985,1985-07-07,188,347,NA,146951,0,32429,NA,0.00236133132812978,NA,0.220679001844152,NA,">1% date","7-July"
7,6,"Great Central Lake",1984,1984-07-06,188,2500,NA,133310,0,31367,NA,0.0187532818243193,NA,0.235293676393369,NA,">1% date","6-July"
7,6,"Sproat Lake",1984,1984-07-06,188,551,NA,89100,0,33054,NA,0.00618406285072952,NA,0.370976430976431,NA,">1% date","6-July"
7,7,"Great Central Lake",1983,1983-07-07,188,7500,NA,377612,0,87378,NA,0.0198616569388685,NA,0.231396248000593,NA,">1% date","7-July"
7,7,"Sproat Lake",1983,1983-07-07,188,2652,NA,257793,0,83092,NA,0.0102873235502903,NA,0.322320621583984,NA,">1% date","7-July"
7,7,"Great Central Lake",1982,1982-07-07,188,1389,NA,160806,0,5775,NA,0.00863773739785829,NA,0.0359128390731689,NA,">1% date","7-July"
7,7,"Sproat Lake",1982,1982-07-07,188,6455,NA,224693,0,24896,NA,0.028728086767278,NA,0.110800069428064,NA,">1% date","7-July"
7,7,"Great Central Lake",1981,1981-07-07,188,2003,NA,262791,0,107257,NA,0.00762202662952689,NA,0.408145636646613,NA,">1% date","7-July"
7,7,"Sproat Lake",1981,1981-07-07,188,1548,NA,130812,0,75783,NA,0.0118337767177323,NA,0.579327584625264,NA,">50% date","7-July"
7,6,"Great Central Lake",1980,1980-07-06,188,1174,NA,165168,0,43290,NA,0.00710791436597888,NA,0.262096774193548,NA,">1% date","6-July"
7,6,"Sproat Lake",1980,1980-07-06,188,2374,NA,136033,0,46335,NA,0.0174516477619401,NA,0.340615879970301,NA,">1% date","6-July"
7,7,"Great Central Lake",1979,1979-07-07,188,1,NA,223264,0,5029,NA,4.47900243657733e-06,NA,0.0225249032535474,NA,">1% date","7-July"
7,7,"Sproat Lake",1979,1979-07-07,188,752,NA,73473,0,21674,NA,0.0102350523321492,NA,0.294992718413567,NA,">1% date","7-July"
7,7,"Great Central Lake",1978,1978-07-07,188,482,NA,120442,0,17335,NA,0.00400192623835539,NA,0.143928197804752,NA,">1% date","7-July"
7,7,"Sproat Lake",1978,1978-07-07,188,1165,NA,32580,0,19457,NA,0.0357581338244322,NA,0.597206875383671,NA,">50% date","7-July"
7,7,"Great Central Lake",1977,1977-07-07,188,1226,NA,85933,0,20507,NA,0.0142669288864581,NA,0.238639405117941,NA,">1% date","7-July"
7,7,"Sproat Lake",1977,1977-07-07,188,130,NA,64219,0,30344,NA,0.00202432301966708,NA,0.472508136221368,NA,">1% date","7-July"
7,6,"Great Central Lake",1976,1976-07-06,188,2204,NA,261966,0,50335,NA,0.00841330554346747,NA,0.192143255231595,NA,">1% date","6-July"
7,6,"Sproat Lake",1976,1976-07-06,188,1220,NA,47404,0,23318,NA,0.0257362247911569,NA,0.491899417770652,NA,">1% date","6-July"
7,7,"Sproat Lake",1975,1975-07-07,188,2370,NA,55069,0,21453,NA,0.0430369173219052,NA,0.389565817429044,NA,">1% date","7-July"
7,7,"Sproat Lake",1974,1974-07-07,188,1081,NA,56011,0,25862,NA,0.0192997804002785,NA,0.461730731463463,NA,">1% date","7-July"
7,7,"Great Central Lake",2022,2022-07-07,188,3757,899,211669.26,24373,177165.33,16319,0.0177493888342596,0.0368850777499692,0.83699130426402,0.669552373528084,">50% date","7-July"
7,7,"Sproat Lake",2022,2022-07-07,188,6736,2373,368155,47082,279228,29564,0.0182966413602966,0.0504014272970562,0.758452282326737,0.627925746569814,">50% date","7-July"
7,8,"Great Central Lake",2023,2023-07-08,189,1815,2075,118342,91954,54110,28320,0.0153369049027395,0.0225656306414077,0.457234118064592,0.307980076995019,">1% date","8-July"
7,8,"Sproat Lake",2023,2023-07-08,189,2815,1174,123895,54707,68880,34348,0.0227208523346382,0.0214597766282194,0.555954639008838,0.627853839545214,">50% date","8-July"
7,8,"Great Central Lake",2021,2021-07-08,189,503,7,222215,4627,48578,354,0.0022635735661409,0.00151285930408472,0.218608104763405,0.0765074562351416,">1% date","8-July"
7,8,"Sproat Lake",2021,2021-07-08,189,487,1000,92856,89428,33081,10786,0.00524467993452227,0.011182180077828,0.356261307831481,0.120610994319453,">1% date","8-July"
7,7,"Great Central Lake",2020,2020-07-07,189,2143,560,108969,31008,69040,13528,0.0196661435821197,0.0180598555211558,0.633574686378695,0.436274509803922,">50% date","7-July"
